Date,Close,High,Low,Open,Volume
2022-06-01,113.11186218261719,116.29938093828167,112.47426144415896,114.06827086743932,36606000
2022-06-02,116.81680297851562,117.0919059988239,112.17283789402013,113.21911892677547,37992000
2022-06-03,113.75641632080078,115.52472253823346,112.7409211603864,115.26749397177188,26136000
2022-06-06,116.02030181884766,118.5294926139671,115.36829697900254,115.90509148996708,33542000
2022-06-07,116.3470458984375,116.88484060449989,114.26391732011818,114.6894795083408,31590000
2022-06-08,116.39122772216797,117.75830174233698,115.80129483193734,115.96168759585584,26108000
2022-06-09,114.04888916015625,117.48866544844982,113.98979509345463,115.53066587385061,25798000
2022-06-10,110.40006256103516,112.50305836640055,109.6100098970209,111.67477148150725,41452000
2022-06-13,105.66372680664062,108.0462884474437,105.39210170145553,106.05502516866834,47252000
2022-06-14,105.9845199584961,107.18523818559247,105.07529410324224,105.80526010580438,33706000
2022-06-15,109.01262664794922,110.66025925480368,106.93197599440535,107.80147483796506,39698000
2022-06-16,105.30718994140625,107.904275532212,104.41782377620616,106.48655577638867,51684000
2022-06-17,106.40958404541016,107.95492543163547,104.32644797510493,105.30718677609678,51376000
2022-06-21,110.7799301147461,111.71895671846308,107.85609606673559,108.18333731746245,47416000
2022-06-22,110.72383880615234,112.57009865011098,109.6264044729377,109.79921618859777,30774000
2022-06-23,111.47315979003906,111.97023497314542,109.74359547231944,111.46273365284881,28362000
2022-06-24,117.16688537597656,117.27017686925784,112.17878974433779,112.22100195891159,41164000
2022-06-27,115.04006958007812,117.76725468629267,114.39054242656216,117.46285844800849,36420000
2022-06-28,111.24027252197266,116.50595690725594,111.08186494127733,115.00927577339843,35792000
2022-06-29,110.93637084960938,112.38537667792778,110.1130469412079,110.787896889927,24716000
2022-06-30,108.21662139892578,110.12843854185274,106.0187825786,109.24652068989226,43170000
2022-07-01,107.99266052246094,108.50164691075395,105.99940454132032,107.19366691373251,35476000
2022-07-05,112.4871597290039,112.60037726382436,105.00724802835002,106.36687378213881,39342000
2022-07-06,113.78720092773438,114.7977330534994,110.71240730639667,112.5259035341935,37432000
2022-07-07,117.96934509277344,118.37306236499573,114.04690533231896,114.29171495203762,40936000
2022-07-08,118.53594207763672,118.86516855088318,116.10073455150996,116.44685045649098,38238000
2022-07-11,114.8841323852539,117.1897331383704,114.54050176466727,117.1897331383704,31196000
2022-07-12,113.2394790649414,116.172746938359,112.91124517680676,115.41894329267954,29960000
2022-07-13,110.59074401855469,113.41377206743013,110.43978477358259,110.93585975066051,43722000
